Carole Gomez,20000460,DS,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,
Evelyn Briggs,20000406,CS,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,
Frederic Crook,20000209,CS,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,selling cheap airline seats,
Evelyn Briggs,20000406,CS,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,keeping accounts,
Sherrie Felton,20000319,DS,amassing wealth,amassing wealth,amassing wealth,amassing wealth,amassing wealth,amassing wealth,amassing wealth,amassing wealth,amassing wealth,amassing wealth,
Sean Russell,20000062,DS,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,revelling in blood spatter,
Benjamin Thomas,20000032,CS,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,
Ricky Parker,20000127,DS,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,
Angel Graves,20000431,DS,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,
Casey Poole,20000485,CS,spreading political gossip,spreading political gossip,spreading political gossip,spreading political gossip,spreading political gossip,spreading political gossip,spreading political gossip,spreading political gossip,spreading political gossip,spreading political gossip,
Wava Stovall,20000258,CS,stabbing in the back,stabbing in the back,stabbing in the back,stabbing in the back,stabbing in the back,stabbing in the back,stabbing in the back,stabbing in the back,stabbing in the back,stabbing in the back,
Amanda Barnes,20000095,DS,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,
Joline Hinds,20000250,CS,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,
Teri Ortiz,20000149,DS,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,
Serina Earle,20000359,DS,developing military strategies,developing military strategies,developing military strategies,developing military strategies,developing military strategies,developing military strategies,developing military strategies,developing military strategies,developing military strategies,developing military strategies,
Marta Gray,20000477,CS,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,
Lorine Linkous,20000334,DS,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,
Omer Mcqueen,20000308,CS,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,
Morgan Libby,20000288,CS,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,
China Hendricks,20000364,CS,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,
Tina Griffin,20000138,DS,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,
Shawnna Fleck,20000220,CS,preventing crime,preventing crime,preventing crime,preventing crime,preventing crime,preventing crime,preventing crime,preventing crime,preventing crime,preventing crime,
Billy Garcia,20000003,DS,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,
Sarah Curtis,20000468,CS,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,
Love Shores,20000377,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Stacey Roy,20000137,DS,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,
Paula Davis,20000089,CS,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,
Anna Smith,20000100,CS,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,
Lavonna Hartman,20000400,CS,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,
Sherie Lerner,20000259,CS,making mediocre movies,making mediocre movies,making mediocre movies,making mediocre movies,making mediocre movies,making mediocre movies,making mediocre movies,making mediocre movies,making mediocre movies,making mediocre movies,
Damon Copeland,20000476,CS,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,conducting illicit affairs,
Frances Sanders,20000053,CS,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,
Jim Bailey,20000172,DS,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,
Ione Leger,20000366,CS,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,
Jacquiline Mcmanus,20000204,DS,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,
Weston Richey,20000224,CS,surviving fatwas,surviving fatwas,surviving fatwas,surviving fatwas,surviving fatwas,surviving fatwas,surviving fatwas,surviving fatwas,surviving fatwas,surviving fatwas,
Isis Oglesby,20000237,CS,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,
Nga Yeager,20000240,CS,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,
Genevieve Goodman,20000445,DS,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,
Leora Pyle,20000356,CS,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,
Jean Howard,20000094,CS,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,
Claudie Hahn,20000286,DS,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,nursing a messiah complex,
Arturo Ingram,20000418,CS,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,watching MacGyver reruns,
Theodora Harlow,20000261,DS,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,
Sarah Curtis,20000468,CS,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,
Larry Rose,20000407,DS,promoting liberal values,promoting liberal values,promoting liberal values,promoting liberal values,promoting liberal values,promoting liberal values,promoting liberal values,promoting liberal values,promoting liberal values,promoting liberal values,
Phil Stokes,20000152,DS,seeking revenge,seeking revenge,seeking revenge,seeking revenge,seeking revenge,seeking revenge,seeking revenge,seeking revenge,seeking revenge,seeking revenge,
Sharilyn Tyson,20000341,DS,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,
Dominica Otero,20000206,DS,enriching uranium,enriching uranium,enriching uranium,enriching uranium,enriching uranium,enriching uranium,enriching uranium,enriching uranium,enriching uranium,enriching uranium,
Katrina Mathis,20000170,CS,starring in musical comedies,starring in musical comedies,starring in musical comedies,starring in musical comedies,starring in musical comedies,starring in musical comedies,starring in musical comedies,starring in musical comedies,starring in musical comedies,starring in musical comedies,
Thalia Woodward,20000278,DS,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,
Bill Chavez,20000408,CS,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,
Geneva Nunez,20000144,CS,starring in sit-coms,starring in sit-coms,starring in sit-coms,starring in sit-coms,starring in sit-coms,starring in sit-coms,starring in sit-coms,starring in sit-coms,starring in sit-coms,starring in sit-coms,
Cameron Oliver,20000183,CS,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,
Judith Wilson,20000013,CS,writing modern fiction,writing modern fiction,writing modern fiction,writing modern fiction,writing modern fiction,writing modern fiction,writing modern fiction,writing modern fiction,writing modern fiction,writing modern fiction,
Steve Ross,20000024,DS,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,promoting Catholic values,
Gerald Collins,20000093,CS,promoting healthy eating,promoting healthy eating,promoting healthy eating,promoting healthy eating,promoting healthy eating,promoting healthy eating,promoting healthy eating,promoting healthy eating,promoting healthy eating,promoting healthy eating,
Willette Rudd,20000323,DS,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,
Gail Mclaughlin,20000109,CS,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,
Teresa Evans,20000049,CS,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,
Janet Jones,20000039,CS,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,
Frances Sanders,20000053,CS,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,
Jody Lawrence,20000419,DS,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,
Nicholas Peterson,20000051,DS,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,
Felicia Cole,20000409,DS,pinching pennies,pinching pennies,pinching pennies,pinching pennies,pinching pennies,pinching pennies,pinching pennies,pinching pennies,pinching pennies,pinching pennies,
Sarah Curtis,20000468,CS,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,killing teenagers,
Duane Sims,20000166,DS,entertaining teenagers,entertaining teenagers,entertaining teenagers,entertaining teenagers,entertaining teenagers,entertaining teenagers,entertaining teenagers,entertaining teenagers,entertaining teenagers,entertaining teenagers,
Jack Brown,20000023,DS,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,
Nicole Newton,20000171,CS,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,
Carolyn Griffin,20000086,DS,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,
Katrice Gerald,20000257,DS,making political gaffes,making political gaffes,making political gaffes,making political gaffes,making political gaffes,making political gaffes,making political gaffes,making political gaffes,making political gaffes,making political gaffes,
Cristie Romo,20000248,CS,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,
Benjamin Chavez,20000178,DS,directing robot movies,directing robot movies,directing robot movies,directing robot movies,directing robot movies,directing robot movies,directing robot movies,directing robot movies,directing robot movies,directing robot movies,
Clair Kramer,20000373,CS,directing bad movies,directing bad movies,directing bad movies,directing bad movies,directing bad movies,directing bad movies,directing bad movies,directing bad movies,directing bad movies,directing bad movies,
Cyndi Vance,20000239,CS,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,frowning at errant husbands,
Jeri Etheridge,20000296,DS,deep-frying chicken,deep-frying chicken,deep-frying chicken,deep-frying chicken,deep-frying chicken,deep-frying chicken,deep-frying chicken,deep-frying chicken,deep-frying chicken,deep-frying chicken,
Domingo Greer,20000165,DS,writing comedy,writing comedy,writing comedy,writing comedy,writing comedy,writing comedy,writing comedy,writing comedy,writing comedy,writing comedy,
Theo Compton,20000214,DS,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,
Lacy Hutchings,20000378,CS,preaching tolerance,preaching tolerance,preaching tolerance,preaching tolerance,preaching tolerance,preaching tolerance,preaching tolerance,preaching tolerance,preaching tolerance,preaching tolerance,
Carl Morgan,20000002,DS,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,
Julia Smith,20000017,CS, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy,
Steven Green,20000437,DS,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,
Catharine Arce,20000274,DS,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,
Luz Jordan,20000482,DS,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,
Roberto Baker,20000168,DS,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,
Romona Mccain,20000365,DS,tempting fate,tempting fate,tempting fate,tempting fate,tempting fate,tempting fate,tempting fate,tempting fate,tempting fate,tempting fate,
Bernard Townsend,20000417,CS,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,singing middle-of-the-road songs,
Danielle Houston,20000492,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Samantha Ellis,20000475,CS,selling modern art,selling modern art,selling modern art,selling modern art,selling modern art,selling modern art,selling modern art,selling modern art,selling modern art,selling modern art,
Alesha Headley,20000397,CS,forging art,forging art,forging art,forging art,forging art,forging art,forging art,forging art,forging art,forging art,
Ignacia Foreman,20000256,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Gilbert Hansen,20000462,DS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Kennith Pauley,20000398,CS,defending the weak,defending the weak,defending the weak,defending the weak,defending the weak,defending the weak,defending the weak,defending the weak,defending the weak,defending the weak,
Bertie Dell,20000234,CS,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,
Frances Sanders,20000053,CS,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,tracking down terrorists,
Porfirio Nye,20000303,CS,spouting movie trivia,spouting movie trivia,spouting movie trivia,spouting movie trivia,spouting movie trivia,spouting movie trivia,spouting movie trivia,spouting movie trivia,spouting movie trivia,spouting movie trivia,
Marita Blue,20000246,CS,struggling with modern times,struggling with modern times,struggling with modern times,struggling with modern times,struggling with modern times,struggling with modern times,struggling with modern times,struggling with modern times,struggling with modern times,struggling with modern times,
Romelia Holden,20000312,DS,managing large development projects,managing large development projects,managing large development projects,managing large development projects,managing large development projects,managing large development projects,managing large development projects,managing large development projects,managing large development projects,managing large development projects,
Myron Valdez,20000153,DS,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,
Julia Smith,20000017,CS, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy, fighting for democracy,
Rachel Nelson,20000087,DS,reading minds,reading minds,reading minds,reading minds,reading minds,reading minds,reading minds,reading minds,reading minds,reading minds,
Gregory Cook,20000052,CS,winning Oscars,winning Oscars,winning Oscars,winning Oscars,winning Oscars,winning Oscars,winning Oscars,winning Oscars,winning Oscars,winning Oscars,
Pennie Melvin,20000205,CS,laughing maniacally,laughing maniacally,laughing maniacally,laughing maniacally,laughing maniacally,laughing maniacally,laughing maniacally,laughing maniacally,laughing maniacally,laughing maniacally,
Bobby Williams,20000026,DS,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,pulling dirty political tricks,
Christie Dunn,20000184,CS,making soap,making soap,making soap,making soap,making soap,making soap,making soap,making soap,making soap,making soap,
Kimberli Whatley,20000396,CS,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,singing Hipbop songs,
Steven Green,20000437,DS,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,
Cindy Ruiz,20000479,DS,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,
Julio Fernandez,20000107,DS,staring at the moon,staring at the moon,staring at the moon,staring at the moon,staring at the moon,staring at the moon,staring at the moon,staring at the moon,staring at the moon,staring at the moon,
Setsuko Prescott,20000391,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Linda Garner,20000145,CS,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,
Bertie Dell,20000234,CS,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,writing up case notes,
Lorine Linkous,20000334,DS,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,maintaining a secret identity,
Albert Mitchell,20000079,DS,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,analyzing intelligence data,
Keven Iverson,20000380,CS,publishing newspapers,publishing newspapers,publishing newspapers,publishing newspapers,publishing newspapers,publishing newspapers,publishing newspapers,publishing newspapers,publishing newspapers,publishing newspapers,
Jason Holloway,20000118,DS,preaching to presidents,preaching to presidents,preaching to presidents,preaching to presidents,preaching to presidents,preaching to presidents,preaching to presidents,preaching to presidents,preaching to presidents,preaching to presidents,
Hsiu Mattos,20000236,DS,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,
Isaac Rodriguez,20000457,CS,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,fighting for worker's rights,
Jack Brown,20000023,DS,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,arguing against capitalism,
Veta Dix,20000221,DS,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,
Verla Carnahan,20000394,DS,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,
Danielle Houston,20000492,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Susie Frazier,20000106,CS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Antonio Santana,20000346,DS,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,
Marta Gray,20000477,CS,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,writing in ledgers,
Earl Watson,20000007,CS,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,
Chris Carter,20000498,CS,promoting communism,promoting communism,promoting communism,promoting communism,promoting communism,promoting communism,promoting communism,promoting communism,promoting communism,promoting communism,
Marcel Traylor,20000293,DS,chasing terrorists,chasing terrorists,chasing terrorists,chasing terrorists,chasing terrorists,chasing terrorists,chasing terrorists,chasing terrorists,chasing terrorists,chasing terrorists,
Margaret Martinez,20000056,CS,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,
Arnold Little,20000105,CS,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,
Julee Kinney,20000383,DS,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,
Lavonna Hartman,20000400,CS,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,wanting to be a real person,
Stephen Lloyd,20000499,CS,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,
Shawn Hall,20000019,DS,running a crime family,running a crime family,running a crime family,running a crime family,running a crime family,running a crime family,running a crime family,running a crime family,running a crime family,running a crime family,
Thalia Woodward,20000278,DS,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,
Adrian Rose,20000103,DS,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,
Kenyatta Craft,20000320,CS,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,
James Wright,20000025,DS,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,maintaining salon-quality hair,
Fernando Fisher,20000124,DS,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,
Carole Gomez,20000460,DS,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,running restaurants,
Nicole Newton,20000171,CS,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,
Fumiko Osorio,20000385,DS,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,
Doris Reed,20000057,CS,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,
Arminda Mccloud,20000242,CS,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,
Carl Morgan,20000002,DS,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,playing pranks,
Mark Stewart,20000081,DS,eating people,eating people,eating people,eating people,eating people,eating people,eating people,eating people,eating people,eating people,
Antonia Hubbard,20000427,CS,eating census takers,eating census takers,eating census takers,eating census takers,eating census takers,eating census takers,eating census takers,eating census takers,eating census takers,eating census takers,
Doris Reed,20000057,CS,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,
