Julia Smith, 20000017, CS, collecting treasures,selling fast food,starring in Hollywood movies,hiding from extremists,ranting about liberals,writing short stories,warning about totalitarianism,writing pop songs,selling cheap airline seats,seducing women
Shemika Read, 20000243, DS, promoting conservative values,interviewing politicians,running a school for gifted teens,smoking cigarettes,pursuing criminals,preparing for war,going on commando missions,promoting diversity,pioneering new technologies,pinching pennies
Rossana Denton, 20000251, DS, killing rival gladiators,studying magic,hacking into computers,fighting for the resistance,fighting the forces of good,trimming bushes,attending cocktail parties,arresting criminals ,causing mayhem,drinking demon blood
Rose Thompson, 20000050, CS, promoting pacifism,scandalizing polite society,writing romantic poetry,promoting new technologies,solving crimes,amassing wealth,coining epigrams,writing short stories,piloting a spaceship,seducing women
Charlie Gibson, 20000464, CS, writing Hollywood movies,writing pop songs,promoting conservative values,testing new technologies,interviewing celebrities,running a media empire,promoting pop music,starring in Hollywood movies,singing rock songs,worrying about health
Claudie Hahn, 20000286, DS, rescuing damsels in distress,climbing social ladders,practicing good skin care,reporting the news,singing bawdy songs,tempting the innocent,trading innuendo,terrorizing sleepers,promoting mysticism,defending the weak
Genevie Delvalle, 20000309, CS, staring at the moon,promoting Kaballah,promoting communism,scandalizing polite society,running a smuggling business,selling franchises,making political gaffes,cooking fancy food,launching cultural revolutions,building a search engine
Beverly Gilbert, 20000422, CS, running a kingdom,pioneering new technologies,popping amphetamines,leading armies into battle,singing pop songs,fighting with swords,puncturing artistic sensibilities,campaigning for the presidency,promoting socialism,singing torch songs
Billy Garcia, 20000003, CS, solving mysteries,avoiding taxes,starring in Hollywood movies,staring at the moon,making political gaffes,challenging artistic norms,singing the blues,writing plays,promoting humanism,ranting about liberals
Matilda Mangum, 20000275, CS, promoting conservative values,going for a spacewalk,interviewing politicians,collecting treasures,starring in Hollywood movies,hosting automotive shows,performing stand-up,lying on the stand,singing torch songs,insulting minorities
Marcela Hinson, 20000360, CS, singing pop songs,healing the sick,developing new technologies ,singing Hipbop songs,promoting democracy,pushing haute couture,betraying friends,developing military strategies,starring in comedies,running a smuggling business
Joanne Vaughn, 20000122, CS, promoting conservative values,delivering judgments,promoting atheism,singing pop songs,running an empire,selling fast food,writing pop songs,expressing dissent,starring in Hollywood movies,running a media empire
Linda Garner, 20000145, CS, performing stand-up,searching for the messiah,fighting with swords,singing pop songs,running a media empire,puncturing artistic sensibilities,enriching uranium,scandalizing polite society,making cartoons,running a kingdom
Bonita Billups, 20000255, DS, fighting for the resistance,finding clues,climbing social ladders,explaining evolution,promoting charity,apprehending criminals,killing demons,solving mysteries,killing teenagers,running a school for gifted teens
Sherrie Felton, 20000319, CS, ranting about liberals,writing TV comedies,selling kitsch,frowning at errant husbands,making cartoons,writing pop songs,searching for the messiah,singing pop songs,developing military strategies,writing modern fiction
Joan Taylor, 20000083, CS, writing plays,writing romantic poetry,running an empire,promoting movie violence,pioneering new technologies,seducing women,singing pop songs,making violent movies,promoting Heliocentrism,interviewing politicians
Daphne Reno, 20000345, CS, promoting democracy,promoting conservative values,running a kingdom,singing pop songs,wielding political power,ruling over subjects,writing polemics,starring in comedies,womanizing,pioneering new technologies
Gabriel Webster, 20000161, DS, inventing electrical marvels,womanizing,seeking revenge,finding clues,causing mayhem,preventing crime,solving crimes,composing classical music,seducing women,practicing insincerity
Latina Gunderson, 20000362, DS, performing magic tricks,solving mysteries,solving crimes,stealing human fat,bending spoons,teaching the next generation,leading revolts,trading innuendo,duelling acrobatically,wielding political power
Jeri Etheridge, 20000296, DS, smoking Silk Cut cigarettes,interviewing politicians,handing out flowers,trimming bushes,spreading political gossip,performing kung-fu moves,going on commando missions,fighting in gladiator arenas,promoting logical thinking,interpreting evidence
Frederic Crook, 20000209, CS, starring in comedies,leading revolts,running a kingdom,teaching philosophy to future leaders,wielding political power,stabbing in the back,writing rock songs,writing political tracts,promoting new technologies,collecting treasures
Brittaney Le, 20000301, DS, leading revolts,burping,promoting diversity,drinking one's life away,smoking Silk Cut cigarettes,creating nightmares,punishing criminals,drinking demon blood,solving crimes,saving money
Percy Walker, 20000465, CS, promoting conservative values,playing baseball,writing pop songs,coining sparkling witticisms,coining epigrams,making modern art,making cartoons,enriching uranium,promoting pop music,collecting rock samples
Nicholas Peterson, 20000051, DS, pursuing criminals,solving crimes,running a media empire,reading the news,promoting socialism,reading self-help books,spreading Christianity,performing Web searches,pulling dirty political tricks,eluding imperial storm-troopers
Kisha Mowery, 20000268, CS, promoting communism,testing new technologies,making unauthorized sex tapes,running a media empire,fighting with swords,running a smuggling business,ranting about liberals,leading armies into battle,writing rap songs,eluding authorities
Anthony Phan, 20000354, CS, chain-smoking Gauloises Bleues,running a fast-food business,making modern art,avoiding taxes,promoting new technologies,writing pop songs,fighting for democracy,promoting conservative values,singing pop songs,promoting pop music
Bobbie Reyes, 20000488, CS, writing modern fiction,starring in Hollywood movies,starring in comedies,singing pop songs,cursing at kitchen staff,collecting treasures,directing bad movies,playing the banjo,developing new technologies ,making modern art
Krystin Camp, 20000231, CS, promoting pacifism,teaching the next generation,chain-smoking Gauloises Bleues,amassing nuclear weapons,tolerating adultery,taking anabolic steroids,writing Hollywood movies,running Ponzi schemes,running a criminal enterprise,promoting humanism
Claudie Hahn, 20000286, CS, making political gaffes,wielding political power,womanizing,making vulgar jokes,running assembly lines,searching for the messiah,coining epigrams,leading revolts,hosting automotive shows,amassing nuclear weapons
Lorine Linkous, 20000334, CS, writing modern fiction,wielding political power,taking anabolic steroids,starring in Hollywood movies,test-driving cars,running a media empire,hiding from the public,promoting democracy,campaigning for social causes,selling franchises
Cindy Ruiz, 20000479, CS, staring at the moon,writing on wax tablets,writing pop songs,promoting Scientology,promoting Catholic values,collecting treasures,ranting about liberals,fighting with swords,scandalizing polite society,selling kitsch
Lela Garza, 20000466, DS, hunting monsters,meddling in the dark arts,smoking cigarettes,devising evil schemes,chasing after women,promoting conservative values,reporting the news,promoting charity,convicting criminals,finding clues
Stacee Barth, 20000324, DS, finding clues,reading minds,defending the weak,promoting tolerance,rescuing prisoners of war,duelling acrobatically,preventing crime,killing rival gladiators,impersonating women,pioneering new technologies
Alison Sharp, 20000194, DS, running for governor,preventing crime,eluding imperial storm-troopers,smoking cigarettes,gadding about town,promoting pop music,causing mayhem,duelling acrobatically,burping,going on commando missions
Chester Morales, 20000125, CS, publishing newspapers,wielding political power,selling franchises,writing pop songs,chasing after women,running an empire,building airplanes,making political gaffes,singing country music,running a media empire
Evelyn Gonzalez, 20000099, DS, interviewing politicians,pursuing criminals,preventing crime,fighting for justice,commanding a spaceship,selling franchises,extracting confessions,rooting out facts,building an army,diagnosing diseases
Denise Campbell, 20000010, CS, selling modern art,running a kingdom,staring at the moon,promoting conservative values,singing country music,tolerating adultery,singing pop songs,promoting movie violence,running a media empire,drawing whimsical cartoons
Louis Torres, 20000097, DS, finding clues,practicing the Occult,duelling acrobatically,searching for a new world,tracking down criminals,performing office chores,promoting tolerance,smoking cigarettes,solving mysteries,arresting criminals 
Flora Pittman, 20000486, DS, running a kingdom,devising evil schemes,starring in Hollywood movies,solving mysteries,wielding political power,punishing terrorists,performing magic tricks,singing pop songs,singing bawdy songs,promoting hair products
Ellyn Towns, 20000326, CS, interviewing celebrities,expressing dissent,collecting treasures,avoiding taxes,wielding political power,writing pop songs,running a kingdom,promoting circus attractions,going for a spacewalk,chain-smoking Gauloises Bleues
Thelma Burton, 20000494, CS, promoting liberalism,singing pop songs,writing pop songs,writing plays,collecting rock samples,staring at the moon,promoting Catholic values,running a media empire,running an empire,writing modern fiction
Julia Smith, 20000017, CS, amassing nuclear weapons,singing jazz songs,writing for the New Yorker,promoting Catholic values,preaching to presidents,grilling interviewees,singing pop songs,studying science,spreading political gossip,making cartoons
Mitchell Murphy, 20000483, CS, writing pop songs,wielding political power,building a search engine,avoiding taxes,test-driving cars,interviewing politicians,singing the blues,proving math theorems,writing Hollywood movies,issuing threats
Marcellus Upton, 20000264, CS, writing political tracts,promoting conservative values,singing pop songs,cross-dressing in women's clothes,solving mysteries,selling out,directing bad movies,playing the banjo,proving math theorems,popping amphetamines
Johanna Jordan, 20000192, DS, fighting for democracy,selling franchises,promoting tolerance,tracking down criminals,rooting out facts,finding clues,solving crimes,promoting hair products,hunting demons,killing rival gladiators
Victor Carter, 20000027, CS, coining sparkling witticisms,hiding from the public,singing pop songs,hosting automotive shows,writing romantic poetry,preventing crime,exploring the new world,promoting communism,fighting for civil rights,manipulating ingenues
Chantay Dickinson, 20000230, DS, fighting in gladiator arenas,practicing the Occult,inventing electrical marvels,rescuing prisoners of war,preventing crime,fighting for justice,chasing murderers,pioneering new technologies,making insipid musicals,finding clues
Jimmy Klein, 20000426, DS, hunting monsters,performing Web searches,living amongst apes,rescuing prisoners of war,promoting conservative values,finding clues,running a school for gifted teens,promoting humanism,making vulgar jokes,chasing terrorists
Jeremiah Williamson, 20000133, DS, writing plays,extracting confessions,solving mysteries,keeping accounts,solving crimes,promoting diversity,duelling acrobatically,burping,handing out flowers,singing bawdy songs
Jose Washington, 20000037, DS, reading minds,running a hardware company,standing up to bullies,fighting for the resistance,maintaining a secret identity,treating diseases,interviewing politicians,extracting confessions,solving crimes,preventing crime
Tracy Jennings, 20000472, CS, hosting automotive shows,starring in comedies,selling franchises,amassing nuclear weapons,writing rock songs,patenting new technologies ,selling fast food,running a kingdom,starring in Hollywood movies,searching for the messiah
Louise Martin, 20000054, CS, running a frontier town,challenging artistic norms,spreading revolution,making cartoons,ranting about liberals,playing jazz trumpet,selling out,running an empire,developing new technologies ,directing bad movies
Melody Owens, 20000442, DS, solving mysteries,gadding about town,making vulgar jokes,tracking down criminals,fighting for democracy,promoting diversity,killing teenagers,commanding a spaceship,hunting monsters,interpreting evidence
Lashon Stiles, 20000295, DS, studying magic,commanding a spaceship,stealing human fat,hacking into computers,maintaining a secret identity,practicing insincerity,solving crimes,singing bawdy songs,running a software company,wielding political power
Linda Garner, 20000145, DS, solving crimes,singing pop songs,interviewing celebrities,pursuing criminals,smoking Silk Cut cigarettes,promoting socialism,running a software company,finding clues,seducing young women,promoting capitalism
Willette Rudd, 20000323, DS, promoting conservative values,promoting tolerance,composing advertizing jingles,playing rock guitar,maintaining a secret identity,playing quidditch,surviving large-scale floods,teaching young mutants,ruling over subjects,arresting criminals 
Amiee Thacker, 20000212, CS, writing rock songs,making vulgar jokes,scandalizing polite society,promoting Kaballah,puncturing artistic sensibilities,preventing crime,writing for the New Yorker,ruling over subjects,ranting about liberals,campaigning for the presidency
Earlean Capps, 20000389, DS, causing mayhem,pursuing criminals,stealing human fat,promoting conservative values,tracking down criminals,reporting the news,standing up to bullies,arresting criminals,killing rival gladiators,chasing murderers
Aleisha Albright, 20000280, CS, directing Hollywood movies,amassing nuclear weapons,hiding from the public,staring at the moon,pioneering new technologies,fighting with swords,piloting a spaceship,campaigning for social causes,making movies,making cartoons
Tracy Jennings, 20000472, DS, looking after children,going on commando missions,solving crimes,preventing crime,solving mysteries,running a criminal empire,running a software company,killing teenagers,trimming bushes,talking in riddles
Rosemary Peterson, 20000403, CS, writing pop songs,amassing nuclear weapons,writing Hollywood movies,starring in comedies,pioneering new technologies,singing the blues,singing pop songs,teaching philosophy,racking up marriages,promoting atheism
Saundra Mchenry, 20000285, CS, collecting treasures,scandalizing polite society,surviving fatwas,warning about totalitarianism,running the FBI,writing scripts,fighting for democracy,writing for the New Yorker,making cartoons,building a search engine
Lucy Wood, 20000434, DS, ruling over subjects,reading minds,teaching the next generation,rescuing damsels in distress,interviewing celebrities,keeping a diary,commanding a spaceship,tracking down criminals,fighting guerilla wars,interpreting evidence
Chester Morales, 20000125, CS, tolerating adultery,expressing dissent,enriching uranium,writing modern fiction,leading revolts,developing military strategies,singing pop songs,wielding political power,fighting for democracy,promoting Kaballah
Ervin Lee, 20000173, CS, amassing nuclear weapons,patenting new technologies ,fighting with swords,undermining authority,racking up marriages,selling modern art,drawing whimsical cartoons,dancing to disco music,playing baseball,promoting Scientology
Fonda Crowell, 20000290, DS, practicing insincerity,pioneering new technologies,inventing electrical marvels,fighting for democracy,cheating at poker,fighting for justice,solving crimes,promoting capitalism,solving mysteries,teaching magic
Patti Wright, 20000421, DS, burping,tending the garden,preventing crime,womanizing,performing magic tricks,interviewing celebrities,punishing criminals,solving mysteries,running a media empire,planting daffodils
Ricky Parker, 20000127, CS, starring in romantic comedies,womanizing,writing for the New Yorker,punishing crime,writing for pulp magazines,running a kingdom,trading innuendo,directing bad movies,staring at the moon,avoiding taxes
Julia Smith, 20000017, DS, solving crimes,running a software company,leading revolts,dating young women,fighting for the resistance,playing rock guitar,foiling the schemes of evil villains,reading minds,climbing social ladders,promoting hair products
Lorinda Dykes, 20000213, DS, solving crimes,casting magic spells,fighting for the rebel alliance,smoking herb,pursuing criminals,running a school for gifted teens,fighting for justice,going on commando missions,drinking demon blood,teaching the next generation
Jimmy Green, 20000066, CS, running Ponzi schemes,making political gaffes,promoting conservative values,scandalizing polite society,taking anabolic steroids,running a tech giant,running a kingdom,promoting circus attractions,climbing social ladders,preventing crime
Wava Stovall, 20000258, DS, trimming bushes,performing office chores,ranting about liberals,leading revolts,burping,performing magic tricks,recruiting dissidents,teaching the next generation,tricking criminals,spreading Christianity
Fonda Crowell, 20000290, CS, collecting rock samples,promoting socialism,writing short stories,writing Hollywood movies,writing modern fiction,promoting Catholic values,ranting about liberals,running pyramid schemes,amassing wealth,developing military strategies
Mamie Brown, 20000429, CS, issuing threats,searching for the messiah,running a media empire,making unauthorized sex tapes,coining sparkling witticisms,promoting communism,amassing wealth,studying mathematics,starring in Hollywood movies,running Ponzi schemes
Tracy Holmes, 20000136, CS, selling out,scandalizing polite society,singing pop songs,running assembly lines,popping amphetamines,making movies,puncturing artistic sensibilities,wielding political power,test-driving cars,writing Hollywood movies
Kattie Fountain, 20000266, CS, selling kitsch,writing scripts,writing pop songs,leading revolts,writing Hollywood movies,amassing wealth,starring in comedies,writing short stories,singing pop songs,fighting with swords
Sherie Lerner, 20000259, DS, finding clues,spreading political gossip,solving mysteries,tricking criminals,counting calories,foiling the schemes of evil villains,chasing terrorists,punishing criminals,terrorizing sleepers,leading revolts
Carole Gomez, 20000460, DS, promoting conservative values,preventing crime,killing rival gladiators,teaching the next generation,killing demons,looking after children,promoting capitalism,engaging in bare-knuckle fighting,drinking one's life away,playing Baccarat 
Joshua Simmons, 20000065, CS, singing pop songs,studying science,womanizing,publishing newspapers,bugging political rivals,promoting Scientology,writing pop songs,trading innuendo,winning battles,starring in comedies
Clair Kramer, 20000373, DS, striving for world domination,promoting pop music,wielding political power,drinking one's life away,making topiary sculptures,starring in Hollywood movies,inventing electrical marvels,promoting conservative values,running for governor,planting daffodils
Pamela Parker, 20000078, CS, singing pop songs,telling politicians what to do,promoting conservative values,climbing social ladders,finding clues,expressing dissent,directing Hollywood movies,writing Hollywood movies,piquing public interest,jumping on couches
Dave Hammond, 20000490, CS, writing pop songs,writing TV comedies,making vulgar jokes,writing Hollywood movies,cooking dinners,going for a spacewalk,singing pop songs,wielding political power,running assembly lines,collecting rock samples
Warren Powers, 20000154, DS, teaching magic,maintaining a secret identity,promoting conservative values,promoting hair products,eluding authorities,punishing criminals,solving crimes,promoting charity,writing on wax tablets,starring in Hollywood movies
Pete Reed, 20000188, CS, issuing threats,starring in comedies,interviewing politicians,writing pop songs,selling franchises,writing modern fiction,expressing dissent,leading armies into battle,running a kingdom,singing pop songs
Earl Watson, 20000007, CS, climbing social ladders,writing modern fiction,promoting conservative values,playing the banjo,publishing newspapers,promoting Kaballah,singing pop songs,promoting socialism,selling fast food,piloting the lunar module
Teena Hallman, 20000263, DS, playing rock music,womanizing,explaining evolution,punishing criminals,tempting fate,studying science,convicting criminals,running a multinational corporation,eluding authorities,promoting capitalism
Joesph Rich, 20000300, DS, killing rival gladiators,eluding capture,posing as a street thug,finding clues,promoting capitalism,traveling in time,treating diseases,punishing criminals,promoting hair products,womanizing
Carol Patterson, 20000059, DS, fighting for the resistance,killing rival gladiators,making documentaries,playing rock guitar,finding clues,promoting diversity,convicting criminals,running a media empire,studying science,standing up to bullies
Brittaney Steward, 20000292, DS, maintaining a secret identity,rooting out facts,ruling over subjects,eluding authorities,fighting for democracy,chasing terrorists,studying magic,counting calories,stealing human fat,striving for world domination
Cathern Mclain, 20000313, CS, promoting new technologies,starring in comedies,promoting conservative values,playing the banjo,making cartoons,ranting about liberals,exploring the new world,interviewing celebrities,collecting treasures,terrorizing employees
Adrian Rose, 20000103, DS, making soap,promoting yellow journalism,fighting in gladiator arenas,finding clues,trimming bushes,playing rock music,singing bawdy songs,attacking consumerism,seducing young women,spreading political gossip
Brittaney Steward, 20000292, CS, coining sparkling witticisms,making cartoons,wielding political power,making political gaffes,promoting conservative values,singing the blues,going for a spacewalk,explaining evolution,preaching to presidents,singing pop songs
Daniel Hill, 20000048, CS, marrying underage girls,running pyramid schemes,explaining natural selection,starring in comedies,promoting new technologies,telling politicians what to do,hiding from the public,over-acting,singing pop songs,scandalizing polite society
Clint Fitzgerald, 20000121, CS, running a smuggling business,selling cheap airline seats,promoting communism,studying science,singing country music,ruling over subjects,promoting democracy,starring in comedies,making cartoons,starring in Hollywood movies
Deborah Adkins, 20000463, CS, writing political tracts,playing baseball,starring in Hollywood movies,playing the banjo,leading armies into battle,promoting Heliocentrism,writing scripts,spreading philosophy,making political gaffes,producing Hipbop records
Hsiu Mattos, 20000236, DS, spreading political gossip,preventing crime,making patronising comments,making modern art,running a school for gifted teens,striving for world domination,diagnosing diseases,interviewing celebrities,running a criminal empire,killing teenagers
Lorine Linkous, 20000334, CS, running a media empire,taking anabolic steroids,grabbing power,scandalizing polite society,undermining authority,delivering judgments,cooking dinners,recruiting dissidents,preaching to presidents,running a kingdom
Tracy Holmes, 20000136, CS, chasing after women,test-driving cars,piquing public interest,expressing dissent,singing pop songs,worrying about health,promoting conservative values,pedalling furiously,solving mysteries,surviving fatwas
Evelyn Gonzalez, 20000099, DS, fighting for the resistance,preventing crime,tempting the innocent,surviving in a post-apocalyptic world,killing monsters,laughing at God,practicing insincerity,spreading political gossip,starring in Hollywood movies,writing for the New Yorker
Brian Butler, 20000015, DS, promoting charity,preventing crime,writing up case notes,gadding about town,striving for world domination,tracking down criminals,preventing terrorism,defending the innocent,fighting for justice,killing demons
Arnold Little, 20000105, CS, promoting movie violence,commanding a spaceship,writing Hollywood movies,launching cultural revolutions,staring at the moon,singing country music,scandalizing polite society,starring in comedies,building a search engine,writing romantic poetry
Kevin Richardson, 20000092, CS, spreading philosophy,collecting rock samples,ruling over subjects,womanizing,directing comedies,singing torch songs,running a kingdom,promoting movie violence,leading revolts,singing jazz songs
Shirley Morris, 20000028, CS, running a media empire,promoting socialism,writing modern fiction,giving investment advice,winning battles,building airplanes,managing hedge funds,wielding political power,writing pop songs,finding clues
Alison Sharp, 20000194, CS, running a budget airline,testing new technologies,gyrating hips,singing pop songs,promoting Catholic values,commiting perjury,singing rock songs,wielding political power,eluding authorities,climbing social ladders
Benjamin Chavez, 20000178, CS, betraying friends,singing pop songs,promoting Kaballah,running a media empire,building airplanes,writing rap songs,seducing women,pioneering new technologies,fighting with swords,ranting about liberals
Gilbert Hansen, 20000462, CS, expressing dissent,singing pop songs,spreading revolution,running a media empire,curing lepers,making modern art,writing modern fiction,writing pop songs,writing TV comedies,making political gaffes
Kathryn Ramirez, 20000041, CS, betraying friends,running a kingdom,drawing whimsical cartoons,proving math theorems,developing military strategies,writing modern fiction,performing stand-up,bugging political rivals,running pyramid schemes,amassing wealth
Romelia Holden, 20000312, DS, trading innuendo,making documentaries,eluding authorities,selling fast food,fighting for justice,interviewing celebrities,smoking Silk Cut cigarettes,commanding a spaceship,creating nightmares,fighting for the resistance
Cecilia Farmer, 20000459, CS, ruling over subjects,singing country music,writing about social problems,selling out,preventing crime,running Ponzi schemes,interviewing politicians,running a kingdom,womanizing,promoting conservative values
Larry Rose, 20000407, DS, making topiary sculptures,solving crimes,performing kung-fu moves,offering medical opinions,leading revolts,interviewing politicians,maintaining a secret identity,fighting for justice,preventing crime,brewing magican potions
Bobby Williams, 20000026, CS, bugging political rivals,singing pop songs,preaching to presidents,over-acting,building a search engine,running restaurants,patenting new technologies ,campaigning for the presidency,writing pop songs,ranting about liberals
Troy Jensen, 20000143, CS, giving investment advice,running a media empire,promoting conservative values,winning battles,interpreting evidence,writing romantic poetry,promoting Catholic values,piquing public interest,playing baseball,staring at the moon
Norma Price, 20000080, DS, fighting for the resistance,running a school for gifted teens,rescuing damsels in distress,devising evil schemes,pursuing criminals,finding clues,eating census takers,looking after children,solving mysteries,living amongst apes
Gerald Collins, 20000093, DS, promoting capitalism,performing household chores,looking after children,solving mysteries,fighting for justice,crushing dissent,punishing criminals,killing teenagers,drinking demon blood,posing as a street thug
Dan Pope, 20000174, DS, recruiting dissidents,promoting conservative values,fighting in gladiator arenas,tending the garden,leading revolts,playing rock music,running a multinational corporation,finding clues,crushing dissent,writing on wax tablets
Ellyn Towns, 20000326, DS, promoting conservative values,causing mayhem,tricking criminals,running a school for gifted teens,maintaining a secret identity,smoking Silk Cut cigarettes,explaining evolution,killing monsters,extracting confessions,rescuing prisoners of war
Pennie Melvin, 20000205, CS, writing Hollywood movies,winning battles,test-driving cars,testing new technologies,writing pop songs,ranting about liberals,promoting communism,finding clues,hiding from extremists,studying mathematics
Anna Smith, 20000100, CS, running a kingdom,playing the banjo,writing pop songs,solving mysteries,coining epigrams,amassing nuclear weapons,spreading political gossip,making cartoons,running a media empire,starring in Hollywood movies
Eileen Torres, 20000190, CS, singing pop songs,writing pop songs,fighting for civil rights,leading armies into battle,making political gaffes,promoting pop music,piloting a spaceship,promoting conservative values,starring in comedies,interviewing celebrities
King Seaton, 20000358, CS, promoting humanism,trading innuendo,wielding political power,making political gaffes,promoting conservative values,playing the clarinet,enriching uranium,running for the senate,starring in comedies,staring at the moon
Cathey Hales, 20000241, CS, instigating rebellion,making political gaffes,searching for the messiah,preaching to presidents,curing lepers,amassing wealth,launching cultural revolutions,writing pop songs,running a kingdom,seducing women
Luigi Mccray, 20000315, DS, playing rock music,promoting logical thinking,punishing criminals,tricking criminals,building an army,performing office chores,preventing crime,killing teenagers,trimming bushes,hiding from extremists
Kathryn Ramirez, 20000041, CS, promoting conservative values,making witty remarks,building a search engine,playing the banjo,developing new technologies ,promoting new technologies,exploring the new world,publishing newspapers,making cartoons,cooking dinners
Brian Butler, 20000015, DS, practicing the Occult,killing teenagers,tempting the innocent,spreading revolution,carrying secret plans,reading self-help books,preventing crime,keeping a diary,gadding about town,avenging loved ones
Patricia Alexander, 20000011, DS, tempting the innocent,burping,looking after children,singing bawdy songs,driving under the influence,finding clues,tracking down criminals,playing rock music,interpreting evidence,leading revolts
Joni Velasquez, 20000210, DS, hacking into computers,promoting yellow journalism,creating nightmares,performing magic tricks,punishing criminals,avoiding growing old,impersonating women,singing bawdy songs,offering medical opinions,interpreting evidence
Shawnna Fleck, 20000220, CS, expressing dissent,leading revolts,singing pop songs,pioneering new technologies,making modern art,climbing social ladders,making movies,writing Hollywood movies,fighting for democracy,promoting conservative values
Jimmy Green, 20000066, DS, interpreting evidence,casting magic spells,writing pop songs,tending the garden,tracking down criminals,starring in Hollywood movies,promoting mysticism,teaching magic,solving crimes,hunting monsters
Kelly Johnston, 20000456, DS, performing Web searches,reading self-help books,seducing young women,teaching magic,commanding a spaceship,devising evil schemes,fighting for the rebel alliance,singing pop songs,solving mysteries,rescuing prisoners of war
Helen Young, 20000020, CS, selling cosmetics,scandalizing polite society,gyrating hips,hosting automotive shows,promoting pacifism,ranting about liberals,promoting Kaballah,promoting Scientology,selling kitsch,designing clothes
Earlean Capps, 20000389, CS, making unauthorized sex tapes,publishing newspapers,running a business empire,scandalizing polite society,campaigning for democracy,ranting about liberals,writing Hollywood movies,hiding from the public,singing pop songs,promoting humanism
Marita Blue, 20000246, CS, cooking dinners,amassing wealth,starring in comedies,selling fast food,fighting with swords,running a fast-food business,performing stand-up,coining epigrams,writing Hollywood movies,wielding political power
Margit Rutledge, 20000325, DS, tracking down criminals,playing rock music,trading innuendo,cooking a rabbit stew,running a kingdom,performing magic tricks,offering medical opinions,promoting circus attractions,reading self-help books,killing demons
Keven Iverson, 20000380, DS, practicing good skin care,starring in Hollywood movies,singing pop songs,running a school for gifted teens,spreading revolution,drinking one's life away,selling fried chicken,tracking down criminals,tempting the innocent,pinching pennies
Karla Reeves, 20000461, DS, seducing young women,interviewing politicians,impersonating women,solving crimes,eating people,running a criminal empire,ranting about liberals,interpreting evidence,looking after children,fighting for justice
Chester Morales, 20000125, CS, building airplanes,gyrating hips,selling out,running a frontier town,interpreting evidence,fighting with swords,enriching uranium,starring in comedies,proving math theorems,singing pop songs
Kisha Mowery, 20000268, DS, tormenting muggles,fighting for the resistance,making documentaries,rooting out facts,studying magic,promoting mysticism,commanding a spaceship,playing Baccarat ,interpreting evidence,looking after children
Katrice Gerald, 20000257, DS, running a software company,cooking a rabbit stew,practicing the Occult,solving crimes,spreading political gossip,maintaining a secret identity,fighting for the rebel alliance,surviving in a post-apocalyptic world,writing up case notes,preventing crime
Javier Long, 20000424, CS, manipulating ingenues,preaching to presidents,proving math theorems,writing pop songs,singing pop songs,teaching philosophy,promoting new technologies,developing military strategies,marrying underage girls,starring in Hollywood movies
Percy Walker, 20000465, DS, preening in front of the mirror,looking after children,stealing human fat,tracking down criminals,laughing at God,grabbing power,spreading political gossip,seducing young women,solving crimes,tempting the innocent
Nicholas Peterson, 20000051, DS, performing household chores,tricking criminals,preventing crime,twirling a cane,bending spoons,promoting tolerance,planting daffodils,apprehending criminals,killing teenagers,promoting diversity
Nicole Newton, 20000171, DS, running a media empire,practicing the Occult,solving crimes,pursuing criminals,causing mayhem,duelling acrobatically,running a software company,performing household chores,keeping a diary,finding clues
Sharilyn Tyson, 20000341, DS, recruiting dissidents,keeping accounts,drinking demon blood,running a criminal empire,pulling dirty political tricks,performing kung-fu moves,fighting for justice,drinking one's life away,teaching magic,attacking consumerism
Kathleen Fields, 20000469, CS, writing political tracts,promoting conservative values,seducing women,writing Hollywood movies,promoting humanism,stabbing in the back,running a kingdom,coining sparkling witticisms,scandalizing polite society,telling politicians what to do
Laquanda Wynn, 20000310, CS, teaching philosophy,singing pop songs,promoting pop music,womanizing,running a media empire,running an empire,building a search engine,abusing minorities,making unauthorized sex tapes,selling out
Judith Wilson, 20000013, CS, promoting conservative values,writing modern fiction,undermining authority,expressing dissent,running assembly lines,spreading political gossip,searching for the messiah,healing the sick,gyrating hips,ruling over subjects
Evangeline Benitez, 20000276, DS, running a software company,going on commando missions,crushing dissent,solving crimes,tricking criminals,causing mayhem,womanizing,seducing women,punishing criminals,practicing insincerity
Krystin Camp, 20000231, DS, tricking criminals,hunting monsters,solving crimes,promoting yellow journalism,seducing young women,interviewing politicians,performing kung-fu moves,interviewing celebrities,promoting greed,fighting with swords
Keven Iverson, 20000380, DS, tracking down criminals,solving mysteries,living amongst apes,solving crimes,ruling over subjects,eluding authorities,building an army,running a multinational corporation,promoting capitalism,eating census takers
Jade Arthur, 20000215, DS, wielding political power,developing new technologies ,spreading revolution,running a hardware company,promoting tolerance,promoting charity,tricking criminals,building an army,killing murderers,chasing terrorists
Patsy Mckenzie, 20000162, DS, finding clues,surviving in a post-apocalyptic world,seducing women,commanding a spaceship,tempting fate,chasing terrorists,preventing terrorism,playing rock music,solving mysteries,convicting criminals
Lori Shelton, 20000189, DS, playing rock guitar,building an army,pursuing criminals,keeping a diary,offering medical opinions,leading revolts,defending the weak,starring in Hollywood movies,living amongst apes,solving mysteries
Melody Owens, 20000442, CS, writing pop songs,writing political tracts,cooking dinners,coining epigrams,rooting out facts,preventing crime,writing rock songs,starring in comedies,promoting conservative values,fighting for democracy
